date,RefSt,Sensor_MLR_O3,Sensor_SVR_O3
22/07/2017 10:00,116.0,119.49,111.03
22/07/2017 11:00,137.0,119.84,121.02
22/07/2017 12:00,138.0,123.67,137.28
22/07/2017 13:00,147.0,123.1,132.34
22/07/2017 14:00,159.0,131.49,149.88
22/07/2017 15:00,169.0,132.37,151.78
22/07/2017 16:00,168.0,133.89,155.91
22/07/2017 17:00,104.0,121.43,126.85
22/07/2017 18:00,115.0,103.95,102.14
23/07/2017 13:00,122.0,118.55,126.67
23/07/2017 14:00,119.0,119.95,130.77
23/07/2017 15:00,111.0,111.84,118.52
23/07/2017 16:00,94.0,102.83,108.99
23/07/2017 17:00,92.0,94.99,102.4
25/07/2017 17:00,89.0,84.31,91.17
25/07/2017 19:00,81.0,76.94,78.32
25/07/2017 20:00,83.0,72.75,69.75
25/07/2017 21:00,82.0,74.01,70.89
25/07/2017 22:00,74.0,70.52,63.02
25/07/2017 23:00,74.0,68.69,61.74
26/07/2017 00:00,62.0,62.37,55.46
26/07/2017 01:00,37.0,51.96,42.87
26/07/2017 02:00,31.0,41.55,30.28
26/07/2017 03:00,45.0,47.45,36.34
26/07/2017 04:00,37.0,49.52,50.37
26/07/2017 05:00,30.0,36.2,33.49
26/07/2017 06:00,33.0,36.34,29.32
26/07/2017 07:00,40.0,67.3,53.15
26/07/2017 08:00,54.0,70.38,60.48
26/07/2017 09:00,90.0,78.6,75.93
26/07/2017 10:00,91.0,105.81,113.95
26/07/2017 11:00,99.0,109.92,115.74
26/07/2017 12:00,104.0,127.37,133.07
26/07/2017 13:00,110.0,132.38,140.75
26/07/2017 14:00,128.0,133.23,142.88
26/07/2017 15:00,120.0,112.25,114.35
26/07/2017 16:00,105.0,104.49,109.58
26/07/2017 17:00,102.0,96.0,101.51
26/07/2017 18:00,96.0,89.83,95.93
26/07/2017 19:00,87.0,81.43,92.51
26/07/2017 20:00,74.0,74.24,81.14
26/07/2017 21:00,60.0,64.43,69.32
26/07/2017 22:00,54.0,50.24,51.2
26/07/2017 23:00,55.0,52.29,54.06
27/07/2017 00:00,34.0,46.41,43.2
27/07/2017 01:00,30.0,41.86,36.37
27/07/2017 02:00,36.0,37.31,29.54
27/07/2017 03:00,29.0,40.24,33.35
27/07/2017 04:00,22.0,33.42,27.13
27/07/2017 05:00,18.0,29.53,21.06
27/07/2017 06:00,32.0,46.37,31.66
27/07/2017 07:00,86.0,61.4,44.05
27/07/2017 08:00,95.0,68.05,63.59
27/07/2017 10:00,95.0,124.63,111.82
27/07/2017 12:00,106.0,131.75,118.07
27/07/2017 13:00,157.0,139.86,150.55
27/07/2017 14:00,153.0,136.64,146.0
27/07/2017 15:00,137.0,127.74,134.67
27/07/2017 16:00,122.0,111.74,119.61
27/07/2017 17:00,113.0,101.38,100.83
27/07/2017 18:00,86.0,92.8,92.47
27/07/2017 19:00,77.0,80.43,85.47
27/07/2017 20:00,51.0,70.53,73.31
27/07/2017 21:00,39.0,55.63,48.66
27/07/2017 22:00,42.0,53.24,44.36
27/07/2017 23:00,79.0,56.07,53.14
28/07/2017 00:00,84.0,71.65,72.31
28/07/2017 01:00,55.0,62.77,61.07
28/07/2017 02:00,38.0,53.89,49.82
28/07/2017 03:00,38.0,47.34,38.2
28/07/2017 04:00,27.0,46.59,35.68
28/07/2017 05:00,34.0,39.21,25.84
28/07/2017 06:00,57.0,69.77,61.73
28/07/2017 07:00,49.0,64.82,53.66
28/07/2017 08:00,90.0,81.51,80.14
28/07/2017 09:00,94.0,106.51,105.14
28/07/2017 10:00,104.0,114.94,114.33
28/07/2017 11:00,117.0,118.97,114.08
28/07/2017 12:00,123.0,121.85,121.22
28/07/2017 13:00,126.0,124.69,122.73
28/07/2017 14:00,132.0,130.21,127.99
28/07/2017 15:00,133.0,124.08,123.2
28/07/2017 16:00,114.0,116.79,125.62
28/07/2017 17:00,96.0,102.01,108.12
28/07/2017 18:00,87.0,89.72,90.99
28/07/2017 19:00,57.0,76.2,78.74
28/07/2017 20:00,45.0,56.71,50.22
28/07/2017 21:00,32.0,49.37,38.64
28/07/2017 22:00,42.0,45.04,37.25
28/07/2017 23:00,38.0,45.26,36.81
29/07/2017 00:00,31.0,45.78,35.34
29/07/2017 01:00,28.0,43.18,31.37
29/07/2017 02:00,25.0,40.57,27.39
29/07/2017 03:00,25.0,36.19,22.29
29/07/2017 04:00,21.0,36.19,22.95
29/07/2017 05:00,32.0,37.93,24.37
29/07/2017 06:00,28.0,54.15,41.11
29/07/2017 07:00,33.0,55.24,39.31
29/07/2017 08:00,78.0,70.81,58.54
29/07/2017 09:00,96.0,107.88,103.43
29/07/2017 10:00,107.0,126.15,111.29
29/07/2017 11:00,115.0,131.54,121.41
29/07/2017 12:00,133.0,135.96,131.53
29/07/2017 13:00,138.0,134.35,129.16
29/07/2017 14:00,133.0,135.73,130.41
29/07/2017 15:00,123.0,127.9,125.89
29/07/2017 16:00,118.0,118.26,121.83
29/07/2017 17:00,104.0,105.43,108.42
29/07/2017 18:00,96.0,95.07,99.64
29/07/2017 19:00,82.0,84.71,88.37
29/07/2017 20:00,76.0,75.17,80.47
29/07/2017 21:00,62.0,71.92,76.76
29/07/2017 22:00,51.0,55.11,54.81
29/07/2017 23:00,54.0,54.91,61.01
30/07/2017 00:00,51.0,52.38,60.95
30/07/2017 01:00,50.0,49.69,56.31
30/07/2017 02:00,41.0,47.0,51.67
30/07/2017 03:00,36.0,40.2,39.71
30/07/2017 04:00,41.0,39.11,38.35
30/07/2017 05:00,42.0,41.37,43.18
30/07/2017 06:00,50.0,63.26,52.67
30/07/2017 07:00,55.0,62.78,50.55
30/07/2017 08:00,69.0,75.41,66.24
30/07/2017 09:00,92.0,115.91,98.07
30/07/2017 10:00,101.0,129.43,111.88
30/07/2017 11:00,120.0,133.67,121.83
30/07/2017 12:00,128.0,138.99,137.04
30/07/2017 13:00,129.0,139.54,136.0
30/07/2017 14:00,130.0,139.27,130.98
30/07/2017 15:00,118.0,129.24,121.65
30/07/2017 16:00,117.0,117.29,114.9
30/07/2017 17:00,112.0,109.13,110.79
30/07/2017 18:00,103.0,105.05,110.6
30/07/2017 19:00,79.0,86.7,88.86
30/07/2017 20:00,64.0,62.99,58.98
30/07/2017 21:00,67.0,62.66,64.24
30/07/2017 22:00,65.0,59.36,60.95
30/07/2017 23:00,58.0,54.06,60.76
31/07/2017 00:00,58.0,55.78,57.16
31/07/2017 01:00,65.0,54.75,56.82
31/07/2017 02:00,49.0,53.72,56.49
31/07/2017 03:00,51.0,52.81,51.09
31/07/2017 04:00,55.0,42.16,39.07
31/07/2017 05:00,27.0,61.53,67.59
31/07/2017 06:00,70.0,51.01,36.66
31/07/2017 07:00,59.0,73.1,66.74
31/07/2017 08:00,85.0,86.98,89.23
31/07/2017 09:00,89.0,114.75,96.87
31/07/2017 10:00,126.0,136.92,147.05
31/07/2017 11:00,136.0,144.39,143.29
31/07/2017 12:00,140.0,148.87,159.44
31/07/2017 13:00,148.0,147.43,161.59
31/07/2017 14:00,138.0,147.5,153.54
31/07/2017 15:00,132.0,142.2,143.19
31/07/2017 16:00,124.0,132.16,130.62
31/07/2017 17:00,108.0,108.97,105.16
31/07/2017 18:00,92.0,93.78,93.19
31/07/2017 19:00,82.0,77.47,73.6
31/07/2017 20:00,57.0,63.8,54.49
31/07/2017 21:00,54.0,53.3,41.84
31/07/2017 22:00,54.0,52.09,45.27
31/07/2017 23:00,53.0,50.52,45.22
01/08/2017 00:00,65.0,50.51,47.52
01/08/2017 01:00,60.0,53.99,52.3
01/08/2017 02:00,56.0,57.48,57.09
01/08/2017 03:00,56.0,51.84,48.94
01/08/2017 04:00,45.0,48.89,46.5
01/08/2017 05:00,44.0,49.36,47.68
01/08/2017 06:00,58.0,56.52,45.4
01/08/2017 07:00,48.0,59.9,42.38
01/08/2017 08:00,82.0,72.23,58.53
01/08/2017 09:00,112.0,120.37,104.28
01/08/2017 10:00,102.0,101.06,100.74
01/08/2017 11:00,106.0,97.42,100.06
01/08/2017 12:00,106.0,95.01,97.47
01/08/2017 13:00,106.0,108.62,109.08
01/08/2017 14:00,98.0,94.03,99.0
01/08/2017 15:00,74.0,80.61,81.11
01/08/2017 16:00,76.0,78.87,74.36
01/08/2017 17:00,64.0,77.96,75.39
01/08/2017 18:00,54.0,73.23,64.23
01/08/2017 19:00,50.0,62.29,51.24
01/08/2017 20:00,40.0,47.6,41.05
01/08/2017 21:00,45.0,49.73,46.38
01/08/2017 22:00,35.0,44.65,38.46
01/08/2017 23:00,36.0,42.76,33.08
02/08/2017 00:00,48.0,42.11,34.58
02/08/2017 01:00,21.0,37.57,27.49
02/08/2017 02:00,22.0,33.02,20.4
02/08/2017 03:00,28.0,36.99,24.53
02/08/2017 04:00,36.0,36.69,24.45
02/08/2017 05:00,34.0,37.17,23.96
02/08/2017 06:00,19.0,49.36,32.81
02/08/2017 07:00,24.0,55.29,34.49
02/08/2017 08:00,42.0,66.0,46.89
02/08/2017 09:00,68.0,92.43,88.0
02/08/2017 10:00,103.0,122.4,125.94
02/08/2017 11:00,104.0,141.75,132.07
02/08/2017 12:00,157.0,147.4,138.48
02/08/2017 13:00,135.0,140.15,133.9
02/08/2017 14:00,122.0,124.47,112.12
02/08/2017 15:00,124.0,121.66,108.24
02/08/2017 16:00,132.0,117.19,113.08
02/08/2017 17:00,121.0,115.95,119.8
02/08/2017 18:00,111.0,98.33,103.83
02/08/2017 19:00,98.0,91.66,93.99
02/08/2017 20:00,100.0,88.94,91.21
02/08/2017 21:00,87.0,74.55,78.8
02/08/2017 22:00,85.0,74.28,81.79
02/08/2017 23:00,76.0,66.84,73.16
03/08/2017 00:00,69.0,64.15,68.71
03/08/2017 01:00,61.0,61.89,63.44
03/08/2017 02:00,51.0,59.64,58.17
03/08/2017 03:00,51.0,53.45,48.41
03/08/2017 04:00,40.0,55.19,51.2
03/08/2017 05:00,35.0,45.94,33.86
03/08/2017 06:00,53.0,63.11,49.65
03/08/2017 07:00,57.0,55.43,39.24
03/08/2017 08:00,87.0,85.05,80.36
03/08/2017 09:00,111.0,122.0,107.54
03/08/2017 10:00,115.0,143.93,141.52
03/08/2017 11:00,136.0,148.11,140.7
03/08/2017 12:00,140.0,153.77,154.86
03/08/2017 13:00,145.0,142.06,133.01
03/08/2017 14:00,148.0,135.28,119.93
03/08/2017 15:00,142.0,137.45,134.23
03/08/2017 16:00,137.0,129.33,129.35
03/08/2017 17:00,131.0,120.74,117.07
03/08/2017 18:00,120.0,115.67,115.82
03/08/2017 19:00,91.0,100.81,106.61
03/08/2017 20:00,68.0,74.34,71.81
03/08/2017 21:00,72.0,65.02,57.39
03/08/2017 22:00,58.0,64.91,56.91
03/08/2017 23:00,55.0,59.41,61.32
06/08/2017 00:00,47.0,56.45,53.54
06/08/2017 01:00,44.0,53.68,46.88
06/08/2017 02:00,51.0,50.92,40.23
06/08/2017 03:00,40.0,51.9,43.78
06/08/2017 04:00,45.0,50.94,41.56
06/08/2017 05:00,46.0,51.25,38.79
06/08/2017 06:00,42.0,56.39,43.48
06/08/2017 07:00,58.0,62.98,52.44
06/08/2017 08:00,71.0,72.91,62.61
06/08/2017 09:00,94.0,101.96,102.69
06/08/2017 10:00,107.0,125.96,112.23
06/08/2017 11:00,107.0,112.06,103.99
06/08/2017 12:00,117.0,117.11,105.46
06/08/2017 13:00,137.0,119.78,118.68
06/08/2017 14:00,128.0,110.29,118.73
06/08/2017 15:00,118.0,106.94,107.12
06/08/2017 16:00,108.0,104.93,103.55
06/08/2017 17:00,98.0,95.65,93.48
06/08/2017 18:00,88.0,88.49,89.82
06/08/2017 19:00,83.0,80.46,85.24
06/08/2017 20:00,66.0,74.16,78.39
06/08/2017 21:00,55.0,64.68,64.63
06/08/2017 22:00,51.0,55.59,48.92
06/08/2017 23:00,35.0,53.89,45.41
07/08/2017 00:00,46.0,49.76,37.48
07/08/2017 01:00,42.0,49.97,38.92
07/08/2017 02:00,48.0,50.17,40.36
07/08/2017 03:00,34.0,52.28,43.26
07/08/2017 04:00,34.0,43.7,28.76
07/08/2017 05:00,52.0,45.27,34.45
07/08/2017 07:00,75.0,67.16,67.64
07/08/2017 08:00,75.0,70.94,69.41
07/08/2017 09:00,88.0,100.4,101.65
07/08/2017 10:00,91.0,99.86,104.04
07/08/2017 11:00,93.0,100.53,104.15
07/08/2017 12:00,105.0,109.73,104.44
07/08/2017 13:00,112.0,111.78,117.88
07/08/2017 14:00,115.0,118.4,116.89
07/08/2017 15:00,113.0,114.68,115.97
07/08/2017 16:00,115.0,107.66,101.36
07/08/2017 17:00,114.0,106.42,107.88
07/08/2017 18:00,107.0,98.17,103.74
07/08/2017 19:00,97.0,90.76,95.37
07/08/2017 20:00,83.0,79.18,85.03
07/08/2017 21:00,74.0,70.67,79.99
07/08/2017 22:00,67.0,68.13,72.52
07/08/2017 23:00,59.0,66.75,67.85
08/08/2017 00:00,53.0,61.82,58.86
08/08/2017 01:00,49.0,61.57,57.54
08/08/2017 02:00,60.0,61.32,56.23
08/08/2017 03:00,41.0,57.88,52.21
08/08/2017 04:00,32.0,49.94,36.74
08/08/2017 05:00,45.0,50.04,35.7
08/08/2017 06:00,51.0,60.15,55.37
08/08/2017 07:00,37.0,63.33,46.81
08/08/2017 08:00,70.0,76.27,66.13
08/08/2017 09:00,85.0,103.27,99.94
08/08/2017 10:00,89.0,92.89,89.51
08/08/2017 11:00,89.0,85.19,88.63
08/08/2017 12:00,85.0,97.83,94.97
08/08/2017 13:00,91.0,89.9,90.37
08/08/2017 14:00,94.0,102.1,97.46
08/08/2017 15:00,97.0,101.21,101.71
08/08/2017 16:00,100.0,100.22,103.52
08/08/2017 17:00,99.0,95.24,97.89
08/08/2017 18:00,96.0,87.41,94.77
08/08/2017 19:00,89.0,78.14,87.88
08/08/2017 20:00,75.0,71.25,81.17
08/08/2017 21:00,64.0,62.82,72.07
08/08/2017 22:00,58.0,56.23,61.98
08/08/2017 23:00,59.0,48.65,54.79
09/08/2017 00:00,56.0,54.2,59.75
09/08/2017 01:00,41.0,43.62,46.14
09/08/2017 02:00,32.0,33.04,32.53
09/08/2017 03:00,54.0,37.51,35.5
09/08/2017 04:00,46.0,46.12,50.42
09/08/2017 05:00,46.0,32.2,45.7
09/08/2017 06:00,29.0,52.02,54.78
09/08/2017 07:00,24.0,46.18,40.31
09/08/2017 08:00,59.0,54.61,39.94
09/08/2017 09:00,90.0,87.18,88.72
09/08/2017 10:00,91.0,97.64,102.59
09/08/2017 11:00,95.0,110.36,115.85
09/08/2017 12:00,102.0,110.5,112.66
09/08/2017 13:00,104.0,107.37,113.53
09/08/2017 14:00,96.0,81.39,90.52
09/08/2017 15:00,83.0,71.02,66.63
09/08/2017 16:00,91.0,77.54,88.25
09/08/2017 17:00,85.0,77.06,87.55
09/08/2017 18:00,63.0,63.17,64.83
09/08/2017 19:00,60.0,51.82,45.54
09/08/2017 20:00,57.0,50.56,46.82
09/08/2017 21:00,51.0,46.73,43.31
09/08/2017 22:00,53.0,42.75,40.62
09/08/2017 23:00,47.0,42.56,42.25
10/08/2017 00:00,42.0,39.53,35.86
10/08/2017 01:00,37.0,36.63,31.57
10/08/2017 02:00,26.0,33.73,27.27
10/08/2017 03:00,30.0,30.27,25.78
10/08/2017 04:00,42.0,33.49,26.65
10/08/2017 05:00,31.0,37.41,34.42
10/08/2017 06:00,28.0,28.61,22.89
10/08/2017 07:00,32.0,29.3,23.21
10/08/2017 08:00,38.0,40.69,35.75
10/08/2017 09:00,56.0,75.01,66.35
10/08/2017 10:00,67.0,85.45,84.96
10/08/2017 11:00,77.0,99.11,102.13
10/08/2017 12:00,85.0,110.23,113.33
10/08/2017 13:00,94.0,116.88,119.06
10/08/2017 14:00,97.0,129.04,133.5
10/08/2017 15:00,105.0,125.18,125.01
10/08/2017 16:00,114.0,99.89,101.79
10/08/2017 17:00,107.0,98.02,99.65
10/08/2017 18:00,94.0,88.16,88.95
10/08/2017 19:00,80.0,77.84,83.66
10/08/2017 20:00,53.0,54.78,57.8
10/08/2017 21:00,33.0,44.33,39.36
10/08/2017 22:00,79.0,38.34,29.38
10/08/2017 23:00,49.0,37.01,31.72
12/08/2017 00:00,66.0,50.81,49.22
12/08/2017 01:00,48.0,46.27,45.67
12/08/2017 02:00,32.0,41.73,42.12
12/08/2017 03:00,25.0,35.24,31.05
12/08/2017 04:00,27.0,31.56,25.53
12/08/2017 05:00,22.0,32.86,23.18
12/08/2017 06:00,37.0,43.91,28.18
12/08/2017 07:00,53.0,50.17,42.58
12/08/2017 08:00,70.0,74.69,78.78
12/08/2017 09:00,96.0,102.18,107.9
12/08/2017 10:00,96.0,117.31,122.19
12/08/2017 11:00,98.0,107.6,113.44
12/08/2017 12:00,115.0,112.62,117.6
12/08/2017 13:00,118.0,113.97,117.98
12/08/2017 14:00,130.0,122.46,128.31
12/08/2017 15:00,130.0,122.2,123.95
12/08/2017 16:00,117.0,112.72,119.53
12/08/2017 17:00,112.0,100.24,106.6
12/08/2017 18:00,105.0,91.21,101.78
12/08/2017 19:00,90.0,80.44,92.51
12/08/2017 20:00,68.0,67.91,73.49
12/08/2017 21:00,70.0,57.08,61.5
12/08/2017 22:00,35.0,54.5,58.48
12/08/2017 23:00,48.0,47.96,49.39
14/08/2017 00:00,47.0,49.17,50.15
14/08/2017 01:00,42.0,45.33,44.58
14/08/2017 02:00,36.0,41.49,39.01
14/08/2017 03:00,30.0,39.81,34.53
14/08/2017 04:00,23.0,36.42,27.19
14/08/2017 05:00,16.0,34.94,23.88
14/08/2017 06:00,26.0,49.24,30.24
14/08/2017 07:00,30.0,56.44,41.92
14/08/2017 08:00,58.0,69.77,57.24
14/08/2017 09:00,92.0,106.91,102.28
14/08/2017 10:00,108.0,130.43,118.62
14/08/2017 11:00,115.0,132.96,130.94
14/08/2017 12:00,122.0,136.5,142.62
14/08/2017 13:00,142.0,143.03,164.42
14/08/2017 14:00,134.0,139.51,155.43
14/08/2017 15:00,124.0,128.01,133.2
14/08/2017 16:00,116.0,113.91,117.89
14/08/2017 17:00,104.0,101.55,107.25
14/08/2017 18:00,93.0,89.67,91.24
14/08/2017 19:00,75.0,79.22,82.57
14/08/2017 20:00,51.0,57.12,66.27
14/08/2017 21:00,58.0,51.44,60.24
14/08/2017 22:00,49.0,56.76,64.4
14/08/2017 23:00,26.0,58.61,57.39
16/08/2017 00:00,20.0,41.78,28.63
16/08/2017 01:00,25.0,42.33,28.26
16/08/2017 02:00,20.0,42.89,27.89
16/08/2017 03:00,11.0,35.73,20.58
16/08/2017 04:00,8.0,35.65,20.97
16/08/2017 05:00,12.0,35.26,20.46
16/08/2017 06:00,13.0,43.15,24.85
16/08/2017 07:00,16.0,50.64,32.85
16/08/2017 08:00,32.0,54.55,37.3
16/08/2017 09:00,71.0,79.9,70.24
16/08/2017 10:00,78.0,106.78,102.93
16/08/2017 11:00,139.0,107.75,96.15
16/08/2017 12:00,117.0,116.88,102.82
16/08/2017 17:00,101.0,98.0,103.11
16/08/2017 18:00,98.0,90.24,93.2
16/08/2017 19:00,75.0,75.55,81.91
16/08/2017 20:00,51.0,59.35,62.24
16/08/2017 21:00,51.0,53.29,48.64
16/08/2017 22:00,51.0,61.47,63.41
16/08/2017 23:00,50.0,53.63,51.71
17/08/2017 00:00,43.0,53.79,49.8
17/08/2017 01:00,39.0,50.83,44.01
17/08/2017 02:00,37.0,47.88,38.23
17/08/2017 03:00,30.0,46.7,35.99
17/08/2017 04:00,27.0,42.48,28.48
17/08/2017 05:00,24.0,41.35,27.91
17/08/2017 06:00,32.0,52.22,34.73
17/08/2017 07:00,46.0,67.85,52.07
17/08/2017 08:00,57.0,77.53,66.09
17/08/2017 09:00,103.0,103.98,108.6
17/08/2017 10:00,105.0,116.62,106.28
17/08/2017 11:00,111.0,126.82,109.2
17/08/2017 12:00,113.0,132.14,120.67
17/08/2017 13:00,162.0,136.61,131.39
17/08/2017 14:00,148.0,139.68,152.94
17/08/2017 15:00,148.0,128.86,134.74
17/08/2017 16:00,130.0,117.56,122.58
17/08/2017 17:00,120.0,102.66,110.18
17/08/2017 18:00,100.0,95.97,98.57
17/08/2017 19:00,90.0,84.22,92.08
17/08/2017 20:00,75.0,78.3,87.02
17/08/2017 21:00,58.0,62.98,67.56
17/08/2017 22:00,64.0,61.85,64.74
17/08/2017 23:00,62.0,65.32,68.33
18/08/2017 00:00,51.0,57.97,57.86
18/08/2017 01:00,49.0,54.04,51.48
18/08/2017 02:00,44.0,50.1,45.1
18/08/2017 03:00,41.0,48.48,40.22
18/08/2017 04:00,38.0,45.0,37.74
18/08/2017 05:00,32.0,42.83,34.57
18/08/2017 06:00,46.0,51.17,34.82
18/08/2017 07:00,46.0,61.47,43.75
18/08/2017 08:00,63.0,80.08,68.19
18/08/2017 09:00,98.0,101.64,103.15
18/08/2017 10:00,97.0,126.65,106.77
18/08/2017 11:00,109.0,137.0,119.79
18/08/2017 12:00,112.0,133.8,115.28
18/08/2017 13:00,157.0,141.31,131.55
18/08/2017 14:00,138.0,145.83,157.28
18/08/2017 15:00,129.0,133.51,127.21
18/08/2017 16:00,119.0,125.04,124.16
18/08/2017 17:00,107.0,110.02,110.85
18/08/2017 18:00,91.0,96.8,102.14
18/08/2017 19:00,75.0,73.74,71.35
18/08/2017 20:00,99.0,82.61,85.55
18/08/2017 21:00,94.0,80.52,87.56
18/08/2017 22:00,63.0,74.23,82.55
18/08/2017 23:00,51.0,69.18,75.86
20/08/2017 00:00,46.0,59.54,50.35
20/08/2017 01:00,53.0,57.59,48.59
20/08/2017 02:00,35.0,55.65,46.83
20/08/2017 03:00,21.0,43.11,28.8
20/08/2017 04:00,40.0,48.13,33.79
20/08/2017 05:00,59.0,55.58,43.02
20/08/2017 06:00,36.0,54.68,46.23
20/08/2017 07:00,62.0,63.82,57.24
20/08/2017 08:00,78.0,91.45,90.76
20/08/2017 09:00,86.0,108.61,110.67
20/08/2017 10:00,90.0,110.22,110.84
20/08/2017 11:00,98.0,120.18,123.4
20/08/2017 12:00,105.0,121.29,121.16
20/08/2017 13:00,107.0,105.93,114.4
20/08/2017 14:00,109.0,112.68,118.97
20/08/2017 15:00,108.0,111.72,115.93
20/08/2017 16:00,100.0,103.24,109.28
20/08/2017 17:00,97.0,93.42,96.18
20/08/2017 18:00,89.0,84.54,92.51
20/08/2017 19:00,73.0,75.0,81.41
20/08/2017 20:00,63.0,66.98,70.09
20/08/2017 21:00,48.0,60.54,57.66
20/08/2017 22:00,30.0,45.93,36.43
20/08/2017 23:00,27.0,42.16,31.45
21/08/2017 00:00,38.0,41.12,29.49
21/08/2017 01:00,27.0,39.72,29.44
21/08/2017 02:00,29.0,38.33,29.39
21/08/2017 03:00,20.0,39.13,30.75
21/08/2017 04:00,35.0,37.17,26.95
21/08/2017 05:00,44.0,49.18,40.37
21/08/2017 06:00,46.0,53.88,50.22
21/08/2017 07:00,53.0,58.36,51.39
21/08/2017 08:00,54.0,62.63,62.25
21/08/2017 09:00,67.0,98.12,97.6
21/08/2017 10:00,98.0,116.87,102.66
21/08/2017 11:00,107.0,130.79,120.78
21/08/2017 12:00,117.0,133.84,120.41
21/08/2017 13:00,139.0,138.11,133.67
21/08/2017 14:00,142.0,132.7,136.61
21/08/2017 15:00,130.0,119.16,119.93
21/08/2017 16:00,127.0,108.83,117.6
21/08/2017 17:00,110.0,102.45,99.14
21/08/2017 18:00,95.0,88.27,91.07
21/08/2017 19:00,83.0,78.88,82.89
21/08/2017 20:00,62.0,68.57,71.97
21/08/2017 21:00,43.0,55.94,51.89
21/08/2017 22:00,52.0,52.75,46.12
21/08/2017 23:00,49.0,55.26,50.71
22/08/2017 00:00,41.0,50.13,43.15
22/08/2017 01:00,32.0,47.96,38.3
22/08/2017 02:00,29.0,45.79,33.45
22/08/2017 03:00,24.0,44.56,30.81
22/08/2017 04:00,20.0,41.21,27.78
22/08/2017 05:00,15.0,37.61,23.64
22/08/2017 06:00,39.0,46.87,26.81
22/08/2017 07:00,45.0,62.4,47.1
22/08/2017 08:00,72.0,86.17,80.75
22/08/2017 09:00,98.0,110.34,97.57
22/08/2017 10:00,116.0,129.74,121.51
22/08/2017 11:00,121.0,129.93,119.81
22/08/2017 12:00,138.0,134.32,128.68
22/08/2017 13:00,155.0,140.98,144.69
22/08/2017 14:00,142.0,136.11,139.11
22/08/2017 15:00,117.0,118.91,114.55
22/08/2017 16:00,107.0,108.23,106.34
22/08/2017 17:00,95.0,97.06,101.15
22/08/2017 18:00,84.0,83.94,86.53
22/08/2017 19:00,82.0,77.09,83.21
22/08/2017 20:00,79.0,72.44,79.37
22/08/2017 21:00,80.0,69.64,77.97
22/08/2017 22:00,71.0,73.52,81.7
22/08/2017 23:00,68.0,62.9,71.2
23/08/2017 00:00,52.0,58.66,68.12
23/08/2017 01:00,45.0,54.88,59.09
23/08/2017 02:00,54.0,51.11,50.07
23/08/2017 03:00,52.0,48.59,54.88
23/08/2017 04:00,44.0,40.41,49.85
23/08/2017 05:00,51.0,35.41,38.79
23/08/2017 06:00,27.0,47.91,41.73
23/08/2017 07:00,27.0,60.76,40.21
23/08/2017 08:00,71.0,85.78,73.34
23/08/2017 09:00,84.0,102.42,91.55
23/08/2017 10:00,105.0,103.9,97.15
23/08/2017 11:00,117.0,114.24,107.01
23/08/2017 12:00,129.0,130.26,123.43
23/08/2017 13:00,151.0,145.35,164.16
23/08/2017 14:00,142.0,141.51,151.52
23/08/2017 15:00,140.0,140.45,154.8
23/08/2017 16:00,136.0,127.03,132.07
23/08/2017 17:00,115.0,118.99,116.82
23/08/2017 18:00,100.0,94.55,99.56
23/08/2017 19:00,89.0,79.97,77.66
23/08/2017 20:00,72.0,71.11,65.08
23/08/2017 21:00,79.0,68.48,59.71
23/08/2017 22:00,65.0,63.74,54.96
23/08/2017 23:00,63.0,58.89,51.29
24/08/2017 00:00,58.0,56.18,44.98
24/08/2017 01:00,56.0,52.66,49.99
24/08/2017 02:00,57.0,49.15,54.99
24/08/2017 03:00,63.0,47.65,57.86
24/08/2017 04:00,60.0,56.67,53.76
24/08/2017 05:00,67.0,42.76,61.91
24/08/2017 06:00,78.0,67.59,59.27
24/08/2017 07:00,33.0,54.74,57.71
24/08/2017 08:00,65.0,46.69,56.55
24/08/2017 09:00,96.0,105.61,92.02
24/08/2017 10:00,115.0,127.25,108.78
24/08/2017 11:00,113.0,138.87,128.59
24/08/2017 12:00,126.0,139.68,132.8
24/08/2017 13:00,142.0,137.88,143.51
24/08/2017 14:00,165.0,148.47,169.09
24/08/2017 15:00,139.0,141.17,156.26
24/08/2017 16:00,120.0,122.02,121.42
24/08/2017 17:00,104.0,103.71,109.37
24/08/2017 18:00,93.0,87.66,90.52
24/08/2017 19:00,83.0,72.57,65.51
24/08/2017 20:00,59.0,69.52,69.51
24/08/2017 21:00,57.0,53.61,59.1
24/08/2017 22:00,64.0,47.81,59.15
24/08/2017 23:00,61.0,57.15,65.08
25/08/2017 00:00,60.0,53.51,59.15
25/08/2017 01:00,68.0,60.09,51.73
25/08/2017 02:00,70.0,66.67,44.31
25/08/2017 03:00,55.0,51.43,33.36
25/08/2017 04:00,54.0,44.63,58.03
25/08/2017 05:00,48.0,33.8,63.89
25/08/2017 06:00,44.0,40.13,56.07
25/08/2017 07:00,52.0,40.61,62.96
25/08/2017 08:00,63.0,74.25,62.69
25/08/2017 09:00,105.0,105.01,93.05
25/08/2017 10:00,101.0,128.89,121.59
25/08/2017 11:00,107.0,130.1,125.43
25/08/2017 12:00,125.0,138.77,141.03
25/08/2017 13:00,128.0,145.5,157.01
25/08/2017 14:00,117.0,136.78,130.21
25/08/2017 15:00,105.0,129.06,122.23
25/08/2017 16:00,107.0,121.73,120.06
25/08/2017 17:00,104.0,110.05,113.28
