date,RefSt,Sensor_MLR_O3,Sensor_SVR_O3
19/06/2017 21:00,76.0,72.18,80.62
19/06/2017 22:00,78.0,65.38,71.13
19/06/2017 23:00,63.0,58.03,62.12
21/06/2017 00:00,69.0,57.44,68.08
21/06/2017 01:00,54.0,53.69,61.05
21/06/2017 02:00,52.0,49.94,54.02
21/06/2017 03:00,42.0,42.24,44.17
21/06/2017 04:00,42.0,39.13,40.43
21/06/2017 05:00,36.0,41.61,37.85
21/06/2017 06:00,45.0,60.41,43.36
21/06/2017 07:00,58.0,70.84,56.12
21/06/2017 08:00,91.0,91.17,83.98
21/06/2017 09:00,115.0,108.65,110.52
21/06/2017 10:00,141.0,131.68,138.11
21/06/2017 11:00,165.0,143.83,161.39
21/06/2017 12:00,195.0,152.28,189.47
21/06/2017 13:00,120.0,96.92,107.3
21/06/2017 14:00,69.0,78.18,74.13
21/06/2017 15:00,68.0,65.31,58.86
21/06/2017 16:00,66.0,66.09,66.94
21/06/2017 17:00,51.0,66.64,56.64
21/06/2017 18:00,36.0,58.42,46.08
21/06/2017 19:00,35.0,52.18,36.87
21/06/2017 20:00,25.0,45.83,27.97
21/06/2017 21:00,30.0,42.38,26.93
21/06/2017 22:00,25.0,43.03,28.38
21/06/2017 23:00,17.0,43.44,28.71
22/06/2017 00:00,20.0,41.34,25.33
22/06/2017 01:00,17.0,39.5,24.83
22/06/2017 02:00,14.0,37.65,24.32
22/06/2017 03:00,15.0,37.14,23.6
22/06/2017 04:00,14.0,36.77,23.12
22/06/2017 05:00,11.0,37.86,23.56
22/06/2017 06:00,20.0,55.12,39.53
22/06/2017 07:00,27.0,64.19,44.64
22/06/2017 08:00,45.0,80.22,68.18
22/06/2017 09:00,72.0,81.9,73.1
22/06/2017 10:00,118.0,111.29,105.07
22/06/2017 11:00,171.0,144.18,138.94
22/06/2017 12:00,190.0,154.27,194.0
22/06/2017 13:00,202.0,156.33,207.25
22/06/2017 14:00,184.0,149.26,187.42
22/06/2017 15:00,172.0,142.86,169.49
22/06/2017 16:00,147.0,132.6,145.01
22/06/2017 17:00,118.0,109.78,115.93
22/06/2017 18:00,109.0,96.56,98.5
22/06/2017 19:00,71.0,85.55,89.72
22/06/2017 20:00,55.0,68.04,69.74
22/06/2017 21:00,47.0,60.74,57.68
22/06/2017 22:00,39.0,53.74,46.74
22/06/2017 23:00,36.0,50.58,41.93
23/06/2017 00:00,36.0,46.01,34.31
23/06/2017 01:00,26.0,43.59,30.23
23/06/2017 02:00,21.0,41.18,26.15
23/06/2017 03:00,17.0,40.83,24.86
23/06/2017 04:00,22.0,36.5,22.07
23/06/2017 05:00,37.0,40.7,26.25
23/06/2017 06:00,39.0,61.47,45.14
23/06/2017 07:00,42.0,73.35,57.61
23/06/2017 08:00,75.0,90.11,86.07
23/06/2017 09:00,102.0,98.29,97.02
23/06/2017 10:00,152.0,128.98,115.68
23/06/2017 11:00,157.0,149.37,182.74
23/06/2017 12:00,181.0,151.52,185.63
23/06/2017 13:00,202.0,160.18,214.53
23/06/2017 14:00,181.0,153.28,196.79
23/06/2017 15:00,165.0,139.56,160.94
23/06/2017 16:00,161.0,130.99,141.97
23/06/2017 17:00,129.0,118.22,121.03
23/06/2017 18:00,108.0,103.3,109.77
23/06/2017 19:00,98.0,93.18,95.3
23/06/2017 20:00,83.0,81.13,84.66
23/06/2017 21:00,72.0,78.72,84.11
23/06/2017 22:00,99.0,82.16,89.07
23/06/2017 23:00,108.0,68.08,76.71
25/06/2017 16:00,111.0,106.22,100.08
25/06/2017 17:00,112.0,102.68,100.03
25/06/2017 18:00,101.0,93.92,95.08
25/06/2017 19:00,77.0,84.12,88.0
25/06/2017 20:00,63.0,71.23,74.71
25/06/2017 21:00,51.0,64.27,61.11
25/06/2017 22:00,41.0,57.78,47.89
25/06/2017 23:00,26.0,53.64,36.98
26/06/2017 00:00,34.0,50.3,32.33
26/06/2017 01:00,41.0,53.68,40.85
26/06/2017 02:00,53.0,57.06,49.38
26/06/2017 03:00,57.0,53.84,59.72
26/06/2017 04:00,46.0,52.45,61.33
26/06/2017 05:00,61.0,50.78,58.17
26/06/2017 06:00,72.0,56.0,61.76
26/06/2017 07:00,35.0,62.08,69.69
26/06/2017 08:00,67.0,77.82,69.09
26/06/2017 09:00,88.0,85.13,85.06
26/06/2017 10:00,110.0,105.38,113.31
26/06/2017 11:00,126.0,121.33,127.01
26/06/2017 12:00,150.0,140.77,159.9
26/06/2017 13:00,140.0,138.99,155.32
26/06/2017 14:00,152.0,132.09,127.87
26/06/2017 15:00,151.0,142.2,152.82
26/06/2017 16:00,137.0,134.12,136.41
26/06/2017 17:00,117.0,126.29,117.04
26/06/2017 18:00,105.0,112.79,105.87
26/06/2017 20:00,82.0,81.49,76.0
26/06/2017 21:00,70.0,68.21,64.34
26/06/2017 22:00,45.0,61.59,67.66
26/06/2017 23:00,49.0,55.92,62.62
28/06/2017 00:00,80.0,54.21,48.83
28/06/2017 01:00,73.0,62.0,56.81
28/06/2017 02:00,81.0,69.79,64.79
28/06/2017 03:00,79.0,73.75,68.5
28/06/2017 04:00,79.0,72.86,69.51
28/06/2017 05:00,76.0,74.74,72.12
28/06/2017 06:00,68.0,80.3,91.56
28/06/2017 07:00,73.0,78.63,87.58
28/06/2017 08:00,77.0,94.54,99.69
28/06/2017 09:00,74.0,89.15,90.58
28/06/2017 10:00,78.0,93.67,97.74
28/06/2017 11:00,80.0,99.31,103.46
28/06/2017 12:00,80.0,101.06,106.66
28/06/2017 13:00,82.0,106.33,111.57
28/06/2017 14:00,87.0,105.12,110.47
28/06/2017 15:00,94.0,105.65,107.27
28/06/2017 16:00,98.0,112.78,104.97
28/06/2017 17:00,89.0,108.7,102.99
28/06/2017 18:00,98.0,91.05,92.67
28/06/2017 19:00,96.0,92.41,93.57
28/06/2017 20:00,86.0,82.6,80.31
28/06/2017 21:00,80.0,75.09,76.46
28/06/2017 22:00,89.0,61.29,63.1
28/06/2017 23:00,89.0,62.28,66.37
29/06/2017 02:00,88.0,77.34,87.48
29/06/2017 03:00,54.0,68.24,68.85
29/06/2017 04:00,54.0,52.1,48.58
29/06/2017 05:00,61.0,52.53,49.51
29/06/2017 06:00,64.0,71.15,77.5
29/06/2017 07:00,61.0,79.51,74.95
29/06/2017 08:00,73.0,86.59,88.19
29/06/2017 09:00,73.0,86.97,86.01
29/06/2017 10:00,80.0,92.35,94.11
29/06/2017 11:00,82.0,103.18,102.91
29/06/2017 12:00,84.0,104.44,103.4
29/06/2017 13:00,93.0,117.07,107.11
29/06/2017 14:00,95.0,117.55,102.29
29/06/2017 15:00,97.0,113.22,100.85
29/06/2017 16:00,95.0,116.02,99.77
29/06/2017 17:00,95.0,113.58,100.04
29/06/2017 18:00,91.0,109.91,99.46
29/06/2017 19:00,83.0,102.32,98.3
29/06/2017 20:00,72.0,75.99,62.54
29/06/2017 21:00,56.0,64.41,33.42
29/06/2017 22:00,48.0,43.07,45.56
29/06/2017 23:00,46.0,36.76,54.49
30/06/2017 00:00,38.0,30.87,46.95
30/06/2017 01:00,45.0,27.63,43.49
30/06/2017 02:00,37.0,24.4,40.02
30/06/2017 03:00,38.0,23.08,37.27
30/06/2017 04:00,31.0,22.09,35.57
30/06/2017 05:00,29.0,15.99,29.17
30/06/2017 06:00,30.0,43.64,34.32
30/06/2017 07:00,72.0,63.88,56.37
30/06/2017 08:00,79.0,85.15,82.9
30/06/2017 09:00,83.0,86.96,85.96
30/06/2017 10:00,87.0,97.23,99.03
30/06/2017 11:00,86.0,108.75,102.16
30/06/2017 12:00,86.0,108.68,102.05
30/06/2017 13:00,87.0,113.32,103.12
30/06/2017 14:00,88.0,108.48,103.88
30/06/2017 15:00,86.0,108.75,102.37
30/06/2017 16:00,86.0,104.05,102.21
30/06/2017 17:00,84.0,90.98,92.15
30/06/2017 18:00,72.0,70.79,78.25
30/06/2017 19:00,66.0,66.13,70.5
30/06/2017 20:00,57.0,52.89,50.72
30/06/2017 21:00,64.0,50.94,50.63
30/06/2017 22:00,64.0,51.93,56.33
30/06/2017 23:00,43.0,47.03,51.11
01/07/2017 00:00,48.0,34.96,42.37
01/07/2017 01:00,62.0,44.7,47.07
01/07/2017 02:00,65.0,54.45,51.76
01/07/2017 03:00,65.0,52.57,46.81
01/07/2017 04:00,62.0,47.97,45.11
01/07/2017 05:00,53.0,53.67,48.4
01/07/2017 06:00,50.0,47.55,59.91
01/07/2017 07:00,63.0,68.61,62.13
01/07/2017 08:00,69.0,87.75,88.16
01/07/2017 09:00,74.0,81.92,76.56
01/07/2017 10:00,79.0,100.19,102.45
01/07/2017 11:00,82.0,110.7,109.21
01/07/2017 12:00,81.0,112.38,106.66
01/07/2017 13:00,103.0,102.9,101.45
01/07/2017 14:00,102.0,96.25,95.77
01/07/2017 15:00,95.0,90.43,90.96
01/07/2017 16:00,98.0,78.51,84.3
01/07/2017 17:00,93.0,86.54,85.75
01/07/2017 18:00,89.0,83.0,80.84
01/07/2017 19:00,73.0,73.31,63.58
01/07/2017 20:00,58.0,59.55,64.72
01/07/2017 21:00,40.0,46.39,51.73
01/07/2017 22:00,38.0,36.92,40.9
01/07/2017 23:00,48.0,42.37,46.77
02/07/2017 00:00,47.0,44.04,50.36
02/07/2017 01:00,41.0,43.33,49.92
02/07/2017 02:00,46.0,42.61,49.48
02/07/2017 03:00,35.0,27.84,41.33
02/07/2017 04:00,43.0,29.9,38.24
02/07/2017 05:00,37.0,26.44,40.4
02/07/2017 06:00,39.0,49.59,44.76
02/07/2017 07:00,47.0,62.5,54.15
02/07/2017 08:00,55.0,71.62,67.39
02/07/2017 09:00,61.0,69.07,59.42
02/07/2017 10:00,71.0,87.9,90.59
02/07/2017 11:00,80.0,107.81,113.0
02/07/2017 12:00,82.0,107.36,112.6
02/07/2017 13:00,81.0,114.51,115.35
02/07/2017 14:00,95.0,115.36,112.94
02/07/2017 15:00,118.0,114.63,105.97
02/07/2017 16:00,118.0,114.89,108.42
02/07/2017 17:00,116.0,111.97,104.5
02/07/2017 18:00,108.0,104.58,101.03
02/07/2017 19:00,87.0,89.8,90.43
02/07/2017 20:00,69.0,66.04,46.99
02/07/2017 21:00,61.0,55.36,56.97
02/07/2017 22:00,59.0,54.75,59.97
02/07/2017 23:00,59.0,48.77,57.3
03/07/2017 00:00,57.0,48.54,55.29
03/07/2017 01:00,51.0,44.79,49.85
03/07/2017 02:00,44.0,41.04,44.42
03/07/2017 03:00,35.0,35.97,43.04
03/07/2017 04:00,24.0,24.52,34.09
03/07/2017 05:00,36.0,24.3,28.52
03/07/2017 06:00,33.0,53.99,46.89
03/07/2017 07:00,43.0,63.26,51.36
03/07/2017 08:00,72.0,76.23,72.15
03/07/2017 09:00,92.0,88.75,91.64
03/07/2017 10:00,93.0,109.64,115.46
03/07/2017 11:00,91.0,114.19,118.11
03/07/2017 12:00,125.0,116.15,118.93
03/07/2017 13:00,134.0,129.03,135.72
03/07/2017 14:00,149.0,133.07,139.13
03/07/2017 15:00,125.0,127.67,123.87
03/07/2017 16:00,114.0,107.02,112.36
03/07/2017 17:00,100.0,98.92,105.18
03/07/2017 18:00,89.0,87.58,88.66
03/07/2017 19:00,78.0,75.27,67.26
03/07/2017 20:00,60.0,64.84,56.38
03/07/2017 21:00,60.0,51.66,58.95
03/07/2017 22:00,67.0,44.41,57.43
03/07/2017 23:00,66.0,41.62,56.18
05/07/2017 00:00,67.0,56.88,58.1
05/07/2017 01:00,67.0,56.31,56.85
05/07/2017 02:00,71.0,55.74,55.61
05/07/2017 03:00,50.0,52.58,52.26
05/07/2017 04:00,40.0,34.49,40.11
05/07/2017 05:00,47.0,38.57,39.88
05/07/2017 06:00,50.0,60.94,48.33
05/07/2017 07:00,58.0,63.06,55.0
05/07/2017 08:00,89.0,80.98,80.51
05/07/2017 09:00,108.0,110.84,112.18
05/07/2017 10:00,118.0,133.85,142.55
05/07/2017 11:00,127.0,141.15,159.08
05/07/2017 12:00,135.0,138.72,154.75
05/07/2017 13:00,123.0,128.91,135.42
05/07/2017 14:00,111.0,121.65,123.6
05/07/2017 15:00,107.0,118.62,122.3
05/07/2017 16:00,108.0,109.7,114.0
05/07/2017 17:00,102.0,108.11,113.45
05/07/2017 18:00,88.0,95.54,100.89
05/07/2017 19:00,68.0,75.36,70.53
05/07/2017 20:00,54.0,57.64,55.49
05/07/2017 21:00,56.0,50.88,54.03
05/07/2017 22:00,46.0,40.85,50.77
05/07/2017 23:00,46.0,39.69,48.71
06/07/2017 00:00,44.0,35.46,49.74
06/07/2017 01:00,42.0,33.25,46.67
06/07/2017 02:00,38.0,31.03,43.6
06/07/2017 03:00,41.0,26.8,41.34
06/07/2017 04:00,37.0,30.31,45.26
06/07/2017 05:00,46.0,33.32,35.7
06/07/2017 06:00,40.0,40.37,33.73
06/07/2017 07:00,33.0,61.62,47.63
06/07/2017 08:00,73.0,81.92,67.78
06/07/2017 09:00,88.0,92.82,90.09
06/07/2017 10:00,95.0,118.06,111.91
06/07/2017 11:00,104.0,130.11,121.06
06/07/2017 12:00,106.0,135.03,122.9
06/07/2017 13:00,144.0,140.0,124.69
06/07/2017 14:00,143.0,131.65,140.77
06/07/2017 15:00,130.0,122.2,125.48
06/07/2017 16:00,123.0,108.86,111.97
06/07/2017 17:00,119.0,107.92,111.77
06/07/2017 18:00,105.0,100.16,104.62
06/07/2017 19:00,88.0,89.42,90.62
06/07/2017 20:00,73.0,59.87,53.45
06/07/2017 21:00,76.0,65.92,68.63
06/07/2017 22:00,74.0,62.67,67.05
06/07/2017 23:00,65.0,59.15,68.92
07/07/2017 00:00,62.0,51.83,62.09
07/07/2017 01:00,68.0,49.51,59.85
07/07/2017 02:00,52.0,47.19,57.62
07/07/2017 03:00,48.0,42.87,47.04
07/07/2017 04:00,54.0,45.54,44.97
07/07/2017 05:00,40.0,41.52,37.18
07/07/2017 06:00,55.0,66.06,48.11
07/07/2017 07:00,56.0,68.15,51.74
07/07/2017 08:00,92.0,87.89,79.96
07/07/2017 09:00,127.0,100.58,100.49
07/07/2017 10:00,104.0,136.26,135.3
07/07/2017 19:00,91.0,93.14,95.9
07/07/2017 20:00,79.0,78.45,70.91
07/07/2017 21:00,71.0,70.93,56.28
07/07/2017 22:00,79.0,61.26,46.42
07/07/2017 23:00,66.0,57.85,48.77
09/07/2017 00:00,37.0,51.77,54.61
09/07/2017 01:00,41.0,44.73,41.6
09/07/2017 02:00,21.0,37.68,28.58
09/07/2017 03:00,28.0,31.54,21.98
09/07/2017 04:00,27.0,33.83,24.78
09/07/2017 05:00,34.0,34.98,24.78
09/07/2017 06:00,72.0,64.31,52.44
09/07/2017 07:00,70.0,82.78,79.72
09/07/2017 08:00,90.0,99.01,102.98
09/07/2017 09:00,97.0,97.73,100.51
09/07/2017 10:00,120.0,116.7,126.02
09/07/2017 11:00,126.0,126.89,125.76
09/07/2017 12:00,139.0,121.24,115.26
09/07/2017 13:00,147.0,127.77,135.01
09/07/2017 14:00,145.0,127.92,132.73
09/07/2017 15:00,146.0,119.36,126.31
09/07/2017 16:00,139.0,120.01,125.36
09/07/2017 17:00,134.0,108.66,113.75
09/07/2017 18:00,131.0,106.54,110.86
09/07/2017 19:00,117.0,100.67,108.76
09/07/2017 20:00,78.0,84.18,96.72
09/07/2017 21:00,61.0,66.34,71.42
09/07/2017 22:00,56.0,59.54,60.85
09/07/2017 23:00,50.0,58.08,58.28
10/07/2017 00:00,46.0,53.6,52.05
10/07/2017 01:00,30.0,46.48,41.87
10/07/2017 02:00,25.0,39.37,31.68
10/07/2017 03:00,22.0,36.39,27.18
10/07/2017 04:00,16.0,31.27,21.7
10/07/2017 05:00,29.0,31.12,19.22
10/07/2017 06:00,26.0,60.38,50.92
10/07/2017 07:00,36.0,62.66,43.43
10/07/2017 08:00,88.0,82.85,78.38
10/07/2017 09:00,111.0,102.17,106.65
10/07/2017 10:00,130.0,120.96,128.33
10/07/2017 11:00,143.0,127.85,136.37
10/07/2017 12:00,151.0,125.43,121.32
10/07/2017 13:00,150.0,127.31,126.15
10/07/2017 14:00,148.0,132.41,144.13
10/07/2017 15:00,147.0,126.64,127.32
10/07/2017 16:00,137.0,116.43,126.4
10/07/2017 17:00,131.0,113.62,121.79
10/07/2017 18:00,121.0,106.02,109.96
10/07/2017 19:00,107.0,97.5,103.78
10/07/2017 20:00,89.0,83.55,93.85
10/07/2017 21:00,85.0,72.87,83.2
10/07/2017 22:00,71.0,69.58,79.48
10/07/2017 23:00,69.0,62.77,70.83
11/07/2017 00:00,83.0,63.39,68.83
11/07/2017 01:00,42.0,52.6,55.01
11/07/2017 02:00,45.0,41.81,41.2
11/07/2017 03:00,38.0,39.64,39.47
11/07/2017 04:00,23.0,34.74,31.82
11/07/2017 05:00,23.0,30.96,21.95
11/07/2017 06:00,49.0,50.39,35.97
11/07/2017 07:00,46.0,58.87,41.52
11/07/2017 08:00,75.0,79.27,70.3
11/07/2017 09:00,93.0,92.52,93.86
11/07/2017 10:00,116.0,119.13,120.69
11/07/2017 11:00,122.0,118.74,116.46
11/07/2017 12:00,152.0,126.73,132.78
11/07/2017 13:00,154.0,133.31,145.87
11/07/2017 14:00,165.0,131.89,143.64
11/07/2017 15:00,169.0,130.61,138.17
11/07/2017 16:00,164.0,126.57,139.39
11/07/2017 17:00,144.0,121.78,131.01
11/07/2017 18:00,113.0,108.41,108.54
11/07/2017 19:00,89.0,87.72,92.72
11/07/2017 20:00,82.0,79.85,82.8
11/07/2017 21:00,48.0,63.92,66.28
11/07/2017 22:00,31.0,49.84,40.94
11/07/2017 23:00,24.0,44.93,30.96
12/07/2017 00:00,27.0,40.97,26.41
12/07/2017 01:00,24.0,40.9,26.19
12/07/2017 02:00,22.0,40.84,25.97
12/07/2017 03:00,14.0,40.41,24.61
12/07/2017 04:00,12.0,35.53,20.9
12/07/2017 05:00,26.0,35.37,19.93
12/07/2017 06:00,45.0,60.45,45.44
12/07/2017 08:00,66.0,89.04,84.8
12/07/2017 09:00,105.0,97.31,97.78
12/07/2017 10:00,120.0,119.71,108.54
12/07/2017 11:00,154.0,132.6,121.46
12/07/2017 12:00,192.0,148.07,176.37
12/07/2017 13:00,207.0,155.69,204.24
12/07/2017 14:00,197.0,152.11,194.29
12/07/2017 15:00,161.0,136.95,154.2
12/07/2017 16:00,145.0,123.06,129.38
12/07/2017 17:00,120.0,114.6,120.32
12/07/2017 18:00,110.0,100.11,99.13
12/07/2017 19:00,94.0,90.11,93.26
12/07/2017 20:00,84.0,79.82,83.78
12/07/2017 21:00,58.0,71.92,76.18
12/07/2017 22:00,58.0,59.54,57.98
12/07/2017 23:00,56.0,58.96,57.64
13/07/2017 00:00,41.0,52.29,45.31
13/07/2017 01:00,33.0,47.6,38.91
13/07/2017 02:00,43.0,42.91,32.52
13/07/2017 03:00,39.0,45.87,39.4
13/07/2017 04:00,35.0,47.67,38.81
13/07/2017 05:00,48.0,46.41,35.45
13/07/2017 06:00,75.0,78.14,72.65
13/07/2017 07:00,88.0,101.83,102.62
13/07/2017 08:00,102.0,113.83,121.27
13/07/2017 09:00,104.0,107.67,110.61
13/07/2017 10:00,111.0,117.6,123.1
13/07/2017 11:00,126.0,125.17,122.02
13/07/2017 12:00,134.0,129.98,122.33
13/07/2017 13:00,130.0,125.23,123.09
13/07/2017 14:00,125.0,120.97,123.96
13/07/2017 15:00,115.0,112.99,106.2
13/07/2017 16:00,106.0,106.08,98.83
13/07/2017 17:00,94.0,96.45,93.09
13/07/2017 18:00,86.0,86.82,88.48
13/07/2017 19:00,78.0,80.3,82.01
13/07/2017 20:00,79.0,79.14,77.96
13/07/2017 21:00,80.0,80.16,78.14
13/07/2017 22:00,70.0,79.91,77.34
13/07/2017 23:00,66.0,73.93,70.67
14/07/2017 00:00,63.0,71.54,69.34
14/07/2017 01:00,58.0,68.54,63.95
14/07/2017 02:00,57.0,65.54,58.55
14/07/2017 03:00,56.0,63.56,56.05
14/07/2017 04:00,56.0,61.3,55.18
14/07/2017 05:00,57.0,63.0,59.17
14/07/2017 06:00,54.0,62.59,56.77
14/07/2017 07:00,58.0,65.73,65.88
14/07/2017 08:00,60.0,73.6,72.6
14/07/2017 09:00,63.0,77.86,72.59
14/07/2017 10:00,87.0,94.34,92.36
14/07/2017 11:00,108.0,109.97,109.51
14/07/2017 12:00,108.0,114.9,117.58
14/07/2017 13:00,105.0,103.24,103.08
14/07/2017 14:00,92.0,104.54,99.85
14/07/2017 15:00,94.0,93.62,92.35
14/07/2017 16:00,99.0,96.56,94.3
14/07/2017 17:00,99.0,95.7,94.05
14/07/2017 18:00,89.0,90.76,94.28
14/07/2017 19:00,67.0,78.7,83.99
14/07/2017 20:00,59.0,63.82,63.14
14/07/2017 21:00,48.0,60.18,55.17
14/07/2017 22:00,47.0,53.76,46.73
14/07/2017 23:00,36.0,53.51,44.55
15/07/2017 00:00,34.0,51.27,39.97
15/07/2017 01:00,32.0,49.87,37.21
15/07/2017 02:00,28.0,48.46,34.45
15/07/2017 03:00,27.0,42.91,28.63
15/07/2017 04:00,26.0,41.07,25.53
15/07/2017 05:00,29.0,42.39,26.04
15/07/2017 06:00,50.0,56.59,42.23
15/07/2017 07:00,60.0,81.31,75.22
15/07/2017 08:00,81.0,100.19,99.77
15/07/2017 09:00,87.0,97.64,97.7
15/07/2017 10:00,100.0,121.94,107.89
15/07/2017 11:00,110.0,127.1,111.35
15/07/2017 12:00,139.0,122.63,121.94
15/07/2017 13:00,158.0,128.24,135.75
15/07/2017 14:00,152.0,129.68,148.79
15/07/2017 15:00,131.0,120.53,131.54
15/07/2017 16:00,132.0,114.01,118.01
15/07/2017 17:00,134.0,117.38,115.67
15/07/2017 18:00,129.0,109.49,103.26
15/07/2017 19:00,107.0,100.52,103.01
15/07/2017 20:00,88.0,87.73,94.99
15/07/2017 21:00,65.0,76.92,85.07
15/07/2017 22:00,69.0,67.76,75.9
15/07/2017 23:00,78.0,65.7,71.88
16/07/2017 00:00,74.0,72.13,82.37
16/07/2017 01:00,71.0,65.3,70.33
16/07/2017 02:00,57.0,58.47,58.29
16/07/2017 03:00,36.0,51.22,48.48
16/07/2017 04:00,32.0,42.96,33.49
16/07/2017 05:00,40.0,45.33,32.3
16/07/2017 06:00,52.0,67.84,60.24
16/07/2017 07:00,59.0,80.1,71.99
16/07/2017 08:00,87.0,94.62,94.38
16/07/2017 09:00,112.0,112.1,117.64
16/07/2017 10:00,116.0,135.9,137.76
16/07/2017 11:00,125.0,133.27,127.44
16/07/2017 12:00,139.0,141.58,143.93
16/07/2017 13:00,141.0,135.24,138.61
16/07/2017 14:00,142.0,128.15,135.51
16/07/2017 15:00,132.0,120.99,126.72
16/07/2017 16:00,125.0,118.8,124.38
16/07/2017 19:00,115.0,102.38,109.1
16/07/2017 20:00,90.0,91.17,101.42
16/07/2017 21:00,70.0,73.28,82.87
16/07/2017 22:00,69.0,65.45,74.15
16/07/2017 23:00,71.0,63.62,72.18
17/07/2017 00:00,71.0,60.75,66.77
17/07/2017 01:00,61.0,58.99,62.85
17/07/2017 02:00,62.0,57.24,58.94
17/07/2017 03:00,51.0,52.41,51.44
17/07/2017 04:00,46.0,47.46,47.65
17/07/2017 05:00,47.0,41.24,39.43
17/07/2017 06:00,41.0,62.2,51.97
17/07/2017 07:00,57.0,76.35,66.55
17/07/2017 08:00,106.0,100.26,92.58
17/07/2017 09:00,135.0,120.56,120.04
17/07/2017 10:00,138.0,137.62,146.18
17/07/2017 11:00,145.0,143.29,162.84
17/07/2017 12:00,147.0,147.53,174.1
17/07/2017 13:00,144.0,144.59,166.77
17/07/2017 14:00,146.0,142.06,159.41
17/07/2017 15:00,143.0,137.35,135.56
17/07/2017 16:00,144.0,124.59,113.52
17/07/2017 17:00,137.0,126.27,106.44
17/07/2017 18:00,134.0,120.29,102.13
17/07/2017 19:00,128.0,114.62,100.26
17/07/2017 20:00,117.0,109.71,100.23
17/07/2017 21:00,111.0,94.01,97.31
17/07/2017 22:00,92.0,84.35,93.62
17/07/2017 23:00,88.0,74.6,81.11
18/07/2017 00:00,107.0,81.75,84.9
18/07/2017 01:00,88.0,77.63,76.34
18/07/2017 02:00,87.0,73.51,67.78
18/07/2017 03:00,86.0,73.28,67.92
18/07/2017 04:00,80.0,77.01,75.69
18/07/2017 05:00,69.0,66.82,65.04
18/07/2017 06:00,71.0,74.51,68.51
18/07/2017 07:00,59.0,77.34,73.63
18/07/2017 08:00,123.0,109.5,110.25
18/07/2017 09:00,129.0,127.16,127.34
18/07/2017 10:00,139.0,135.13,147.74
18/07/2017 11:00,149.0,141.13,161.7
18/07/2017 12:00,160.0,146.14,171.83
18/07/2017 13:00,177.0,146.85,174.75
18/07/2017 14:00,170.0,144.58,172.44
18/07/2017 15:00,156.0,135.84,143.67
18/07/2017 16:00,155.0,130.53,137.15
18/07/2017 17:00,147.0,121.76,121.13
18/07/2017 18:00,130.0,111.65,108.99
18/07/2017 19:00,109.0,98.74,106.11
18/07/2017 20:00,101.0,91.33,101.89
18/07/2017 21:00,87.0,77.7,87.8
18/07/2017 22:00,74.0,71.52,73.24
18/07/2017 23:00,59.0,65.35,65.84
19/07/2017 00:00,50.0,58.69,52.96
19/07/2017 01:00,72.0,61.49,63.4
19/07/2017 02:00,76.0,64.3,73.85
19/07/2017 03:00,60.0,73.25,82.41
19/07/2017 04:00,51.0,50.69,60.38
19/07/2017 05:00,62.0,47.77,56.76
19/07/2017 06:00,60.0,63.88,70.21
19/07/2017 07:00,82.0,102.91,98.28
19/07/2017 08:00,94.0,108.9,112.47
19/07/2017 09:00,106.0,120.94,119.81
19/07/2017 10:00,116.0,139.78,141.72
19/07/2017 11:00,125.0,134.65,142.39
19/07/2017 12:00,147.0,149.38,174.74
19/07/2017 13:00,127.0,127.91,130.74
19/07/2017 14:00,125.0,118.52,121.64
19/07/2017 15:00,122.0,115.33,119.26
19/07/2017 16:00,118.0,112.71,117.02
19/07/2017 17:00,118.0,111.2,115.82
19/07/2017 18:00,119.0,109.31,110.17
19/07/2017 19:00,90.0,97.34,99.31
19/07/2017 20:00,88.0,75.42,64.01
19/07/2017 21:00,104.0,79.31,72.28
19/07/2017 22:00,91.0,79.63,91.22
19/07/2017 23:00,88.0,70.3,74.17
21/07/2017 00:00,85.0,71.66,77.84
21/07/2017 01:00,60.0,58.68,63.68
21/07/2017 02:00,43.0,45.69,49.53
21/07/2017 03:00,38.0,36.48,37.45
21/07/2017 04:00,34.0,36.06,33.12
21/07/2017 05:00,41.0,29.31,24.65
21/07/2017 06:00,34.0,56.57,44.31
21/07/2017 07:00,46.0,65.17,47.21
21/07/2017 08:00,67.0,76.78,69.25
21/07/2017 09:00,73.0,70.48,74.22
21/07/2017 10:00,60.0,74.3,79.19
21/07/2017 11:00,43.0,59.4,58.2
21/07/2017 12:00,47.0,50.27,39.19
21/07/2017 13:00,70.0,54.54,47.04
21/07/2017 14:00,92.0,68.93,73.91
21/07/2017 15:00,113.0,97.92,98.73
21/07/2017 16:00,109.0,101.89,102.42
21/07/2017 17:00,124.0,103.75,105.74
21/07/2017 18:00,108.0,101.8,104.75
21/07/2017 19:00,71.0,76.44,84.39
21/07/2017 20:00,50.0,54.77,55.67
21/07/2017 21:00,36.0,47.39,37.58
21/07/2017 22:00,31.0,45.9,33.13
21/07/2017 23:00,21.0,42.52,28.29
22/07/2017 00:00,26.0,37.21,23.16
22/07/2017 01:00,13.0,34.5,21.37
22/07/2017 02:00,18.0,31.8,19.59
22/07/2017 03:00,7.0,32.88,21.13
22/07/2017 04:00,5.0,28.09,18.86
22/07/2017 05:00,6.0,29.14,19.15
22/07/2017 06:00,33.0,55.04,36.86
22/07/2017 07:00,32.0,63.72,46.58
22/07/2017 08:00,56.0,72.55,58.68
22/07/2017 09:00,98.0,90.98,89.88
